Sl No.,Bank Name,Branch Name,Routing No.,Dist. Name
394,AGRANI BANK PLC,FARAKKABAD,10130799,CHANDPUR
395,AGRANI BANK PLC,FARASHGANJ,10272231,DHAKA-SOUTH
396,AGRANI BANK PLC,FARAZIPARA,10470820,KHULNA
397,AGRANI BANK PLC,FARIDABAD,10272260,DHAKA-SOUTH
398,AGRANI BANK PLC,FARIDPUR,10290521,FARIDPUR
399,AGRANI BANK PLC,FARMGATE,10261455,DHAKA-NORTH
400,AGRANI BANK PLC,FENCHUGANJ,10911363,SYLHET
401,AGRANI BANK PLC,FENI,10300529,FENI
402,AGRANI BANK PLC,FERINGHEE BAZAR,10152801,CHITTAGONG
403,AGRANI BANK PLC,FOREIGN EXCHANGE,10272323,DHAKA-SOUTH
404,AGRANI BANK PLC,FOTAYABAD,10152869,CHITTAGONG
405,AGRANI BANK PLC,FOUZDERHAT,10152898,CHITTAGONG
406,AGRANI BANK PLC,FULBARI,10490192,KURIGRAM
407,AGRANI BANK PLC,FULCHARIGHAT,10320491,GAIBANDHA
408,AGRANI BANK PLC,FULPUR,10610972,MYMENSINGH
409,AGRANI BANK PLC,FULTALA BAZAR,10580552,MOULVI BAZAR
410,AGRANI BANK PLC,GABTALI,10261547,DHAKA-NORTH
411,AGRANI BANK PLC,GAFFARGAON,10611005,MYMENSINGH
412,AGRANI BANK PLC,GAGOTIA CHALAR BAZAR,10330494,GAZIPUR
413,AGRANI BANK PLC,GAIBANDHA,10320525,GAIBANDHA
414,AGRANI BANK PLC,GALACHIPA,10780499,PATUAKHALI
415,AGRANI BANK PLC,GANGANANDAPUR,10410677,JESSORE
416,AGRANI BANK PLC,GANGKULKANDI,10680249,NARSHINGDI
417,AGRANI BANK PLC,GANGNI,10570225,MEHERPUR
418,AGRANI BANK PLC,GASBARI BAZAR,10911518,SYLHET
419,AGRANI BANK PLC,GAZIPUR,10330528,GAZIPUR
420,AGRANI BANK PLC,GAZIPURHAT,10040371,BARGUNA
421,AGRANI BANK PLC,GAZIRHAT,10650190,NARAIL
422,AGRANI BANK PLC,GAZIRHAT,10870433,SATKHIRA
423,AGRANI BANK PLC,GHARUA,10290589,FARIDPUR
424,AGRANI BANK PLC,GHATAIL,10930915,TANGAIL
425,AGRANI BANK PLC,GHORADHAPAHAT,10101094,BOGRA
426,AGRANI BANK PLC,GHURKA,10880881,SIRAJGANJ
427,AGRANI BANK PLC,GIAS NAGAR,10580581,MOULVI BAZAR
428,AGRANI BANK PLC,GIRLS CADET COLLEGE,10611034,MYMENSINGH
429,AGRANI BANK PLC,GOALA BAZAR,10911547,SYLHET
430,AGRANI BANK PLC,GOALMATH,10010619,BAGERHAT
431,AGRANI BANK PLC,GOALPARA,10470912,KHULNA
432,AGRANI BANK PLC,GOBRATALA,10700408,NAWABGANJ
433,AGRANI BANK PLC,GODKHALI BAZAR,10410730,JESSORE
434,AGRANI BANK PLC,GODOWN BAZAR,10911576,SYLHET
435,AGRANI BANK PLC,GOHIRA,10153013,CHITTAGONG
436,AGRANI BANK PLC,GOKUL,10101210,BOGRA
437,AGRANI BANK PLC,GOLAP NAGAR,10500558,KUSHTIA
438,AGRANI BANK PLC,GOLAPGANJ,10911600,SYLHET
439,AGRANI BANK PLC,GOLAR BAZAR,10860119,SHARIATPUR
440,AGRANI BANK PLC,GOPALGANJ,10350379,GOPALGANJ
441,AGRANI BANK PLC,GOPALPUR,10751002,NOAKHALI
442,AGRANI BANK PLC,GOPALPUR,10690497,NATORE
443,AGRANI BANK PLC,GOPALPUR,10931006,TANGAIL
444,AGRANI BANK PLC,GOPAYA,10360527,HABIGANJ
445,AGRANI BANK PLC,GOSINGA,10330649,GAZIPUR
446,AGRANI BANK PLC,GOURNADI,10060827,BARISHAL
447,AGRANI BANK PLC,GREEN ROAD,10261697,DHAKA-NORTH
448,AGRANI BANK PLC,GULSHAN,10261721,DHAKA-NORTH
449,AGRANI BANK PLC,GUNAGARI,10153071,CHITTAGONG
450,AGRANI BANK PLC,H.M.M. ROAD,10761126,PABNA
451,AGRANI BANK PLC,HABIGANJ,10360619,HABIGANJ
452,AGRANI BANK PLC,HAJIGANJ,10130881,CHANDPUR
453,AGRANI BANK PLC,HAJIPUR,10550379,MAGURA
454,AGRANI BANK PLC,HAKIMPUR,10280915,DINAJPUR
455,AGRANI BANK PLC,HALISHAHAR,10153163,CHITTAGONG
456,AGRANI BANK PLC,HALSHA,10690589,NATORE
457,AGRANI BANK PLC,HAMDAH BUS STAND,10440463,JHENAIDAH
458,AGRANI BANK PLC,HARDI,10180431,CHUADANGA
459,AGRANI BANK PLC,HARIAN,10810769,RAJSHAHI
460,AGRANI BANK PLC,HARIPUR,10940468,THAKURGAON
461,AGRANI BANK PLC,HARIPUR GAS FIELD,10911721,SYLHET
462,AGRANI BANK PLC,HASAIL BAZAR,10590555,MUNSHIGANJ
463,AGRANI BANK PLC,HASANPUR,10192203,COMILLA
464,AGRANI BANK PLC,HASHARA BAZAR,10590618,MUNSHIGANJ
465,AGRANI BANK PLC,HASIMPUR,10410851,JESSORE
466,AGRANI BANK PLC,HATHAZARI,10153226,CHITTAGONG
467,AGRANI BANK PLC,HATIYA,10751031,NOAKHALI
468,AGRANI BANK PLC,HATKHOLA,10272594,DHAKA-SOUTH
469,AGRANI BANK PLC,HAZIPUR BAZAR,10390700,JAMALPUR
470,AGRANI BANK PLC,HAZIRHAT,10153255,CHITTAGONG
471,AGRANI BANK PLC,HEAD OFFICE,10272686,DHAKA-SOUTH
472,AGRANI BANK PLC,HEMNAGAR,10931156,TANGAIL
473,AGRANI BANK PLC,HERMA BAZAR,10010677,BAGERHAT
474,AGRANI BANK PLC,HETIMGANJ,10911750,SYLHET
475,AGRANI BANK PLC,HOLIDHANI BAZAR,10440618,JHENAIDAH
476,AGRANI BANK PLC,HOMNA,10192232,COMILLA
477,AGRANI BANK PLC,HOSSAINDI BAZAR,10590647,MUNSHIGANJ
478,AGRANI BANK PLC,HOSSAINPUR,10480407,KISHOREGANJ
479,AGRANI BANK PLC,HOUSING ESTATE,10192261,COMILLA
480,AGRANI BANK PLC,ICDDRB,10262117,DHAKA-NORTH
481,AGRANI BANK PLC,ICHHAKHADA,10550403,MAGURA
482,AGRANI BANK PLC,IMAMGANJ,10272802,DHAKA-SOUTH
483,AGRANI BANK PLC,INDUSTRIAL AREA,10153318,CHITTAGONG
484,AGRANI BANK PLC,ISHAKHALI,10153376,CHITTAGONG
485,AGRANI BANK PLC,ISHANAGAR,10153439,CHITTAGONG
486,AGRANI BANK PLC,ISHWARDI,10761218,PABNA
487,AGRANI BANK PLC,ISHWARGANJ,10611184,MYMENSINGH
488,AGRANI BANK PLC,ISLAMIC UNIVERSITY,10500679,KUSHTIA
489,AGRANI BANK PLC,ISLAMPUR,10272981,DHAKA-SOUTH
490,AGRANI BANK PLC,ISLAMPUR BAZAR,10390797,JAMALPUR
491,AGRANI BANK PLC,JAGADAL HAT,10770346,PANCHAGARH
492,AGRANI BANK PLC,JAGANNATH UNIVERSITY,10273106,DHAKA-SOUTH
493,AGRANI BANK PLC,JAGANNATHGONJ GHAT,10390821,JAMALPUR
494,AGRANI BANK PLC,JAGAT BAZAR,10120912,BRAHMANBARIA
495,AGRANI BANK PLC,JAHANGIRNAGAR UNIVERSITY,10262267,DHAKA-NORTH
496,AGRANI BANK PLC,JAHAPUR,10192353,COMILLA
497,AGRANI BANK PLC,JAIGIR MOHAL,10471061,KHULNA
498,AGRANI BANK PLC,JALALABAD,10153521,CHITTAGONG
499,AGRANI BANK PLC,JALALPUR BAZAR,10911871,SYLHET
500,AGRANI BANK PLC,JALIRPUR,10350461,GOPALGANJ
501,AGRANI BANK PLC,JAMALPUR,10390850,JAMALPUR
502,AGRANI BANK PLC,JAMTOLI BAZAR,10390942,JAMALPUR
503,AGRANI BANK PLC,JAMUNA SARKARKHANA,10391004,JAMALPUR
504,AGRANI BANK PLC,JAMURKI,10931185,TANGAIL
505,AGRANI BANK PLC,JANNA,10560493,MANIKGANJ
506,AGRANI BANK PLC,JATIYA JADUGHAR,10273164,DHAKA-SOUTH
507,AGRANI BANK PLC,JATIYA PRESS CLUB,10273193,DHAKA-SOUTH
508,AGRANI BANK PLC,JATRABARI,10273227,DHAKA-SOUTH
509,AGRANI BANK PLC,JATRAPUR BAZAR,10010701,BAGERHAT
510,AGRANI BANK PLC,JESSORE,10410943,JESSORE
511,AGRANI BANK PLC,JESSORE AIR BASE,10410972,JESSORE
512,AGRANI BANK PLC,JESSORE ROAD,10471124,KHULNA
513,AGRANI BANK PLC,JESSORE SCIENCE & TECHNOLOGY UNIVERSITY,10410985,JESSORE
514,AGRANI BANK PLC,JHALAM BAZAR,10192382,COMILLA
515,AGRANI BANK PLC,JHALOKATI,10420317,JHALOKATHI
516,AGRANI BANK PLC,JHAN ZAIL,10720341,NETROKONA
517,AGRANI BANK PLC,JHENAIDAH,10440647,JHENAIDAH
518,AGRANI BANK PLC,JHIKARGACHA,10411092,JESSORE
519,AGRANI BANK PLC,JHITKA BAZAR,10560556,MANIKGANJ
520,AGRANI BANK PLC,JHUMJHUMPUR,10411126,JESSORE
521,AGRANI BANK PLC,JHUTIGRAM,10350490,GOPALGANJ
522,AGRANI BANK PLC,JIBAN NAGAR,10180581,CHUADANGA
523,AGRANI BANK PLC,JOGANIA,10650282,NARAIL
524,AGRANI BANK PLC,JOYAG,10751181,NOAKHALI
525,AGRANI BANK PLC,JOYPARA,10273285,DHAKA-SOUTH
526,AGRANI BANK PLC,JOYPURHAT,10380402,JOYPURHAT
527,AGRANI BANK PLC,JOYPURHAT GIRLS CADET COLLEGE,10380057,JOYPURHAT
528,AGRANI BANK PLC,JUBILEE ROAD,10153642,CHITTAGONG
529,AGRANI BANK PLC,JUKTIKHOLA BAZAR,10190063,COMILLA
530,AGRANI BANK PLC,K.D.A. NEW MARKET,10471216,KHULNA
531,AGRANI BANK PLC,KABIRPUR BAZAR,10440739,JHENAIDAH
532,AGRANI BANK PLC,KACHUA BAZAR,10130065,CHANDPUR
533,AGRANI BANK PLC,KACHUKATA,10730494,NILPHAMARI
534,AGRANI BANK PLC,KADAMTALI,10273348,DHAKA-SOUTH
535,AGRANI BANK PLC,KAILASHGANJ,10360701,HABIGANJ
536,AGRANI BANK PLC,KAKCHIRA,10040492,BARGUNA
537,AGRANI BANK PLC,KAKORDI BAZAR,10911934,SYLHET
538,AGRANI BANK PLC,KAKORKANDI,10890192,SHERPUR
539,AGRANI BANK PLC,KALABARIA,10650316,NARAIL
540,AGRANI BANK PLC,KALAI,10380460,JOYPURHAT
541,AGRANI BANK PLC,KALI BARI ROAD,10881006,SIRAJGANJ
542,AGRANI BANK PLC,KALIA,10650345,NARAIL
543,AGRANI BANK PLC,KALIAKOIR,10330799,GAZIPUR
544,AGRANI BANK PLC,KALIGANJ,10440797,JHENAIDAH
545,AGRANI BANK PLC,KALIGANJ,10911992,SYLHET
546,AGRANI BANK PLC,KALIGANJ BAZAR,10611247,MYMENSINGH
547,AGRANI BANK PLC,KALIGANJ BAZAR,10350087,GOPALGANJ
548,AGRANI BANK PLC,KALINATH RAER BAZAR,10090550,BHOLA
549,AGRANI BANK PLC,KALIR BAZAR,10670738,NARAYANGANJ
550,AGRANI BANK PLC,KALKINI,10540284,MADARIPUR
551,AGRANI BANK PLC,KALMA,10590700,MUNSHIGANJ
552,AGRANI BANK PLC,KALMAKANDA,10720433,NETROKONA
553,AGRANI BANK PLC,KALUKHALI,10820375,RAJBARI
554,AGRANI BANK PLC,KAMAL BAZAR,10912054,SYLHET
555,AGRANI BANK PLC,KAMALAPATTY,10300790,FENI
556,AGRANI BANK PLC,KAMALAPUR,10273498,DHAKA-SOUTH
557,AGRANI BANK PLC,KAMARPARA,10320709,GAIBANDHA
558,AGRANI BANK PLC,KAMOLPUR,10281156,DINAJPUR
559,AGRANI BANK PLC,KAMRANGIRCHAR,10273580,DHAKA-SOUTH
560,AGRANI BANK PLC,KANAKDIA,10780644,PATUAKHALI
561,AGRANI BANK PLC,KANCHAN,10670796,NARAYANGANJ
562,AGRANI BANK PLC,KANCHANPUR,10931330,TANGAIL
563,AGRANI BANK PLC,KANYADAH,10440850,JHENAIDAH
564,AGRANI BANK PLC,KAORAID,10330852,GAZIPUR
565,AGRANI BANK PLC,KAPASHGOLA,10154038,CHITTAGONG
566,AGRANI BANK PLC,KAPASIA,10330881,GAZIPUR
567,AGRANI BANK PLC,KAPILMUNI,10471274,KHULNA
568,AGRANI BANK PLC,KAPTAI,10840289,RANGAMATI
569,AGRANI BANK PLC,KARATIA,10931369,TANGAIL
570,AGRANI BANK PLC,KARIMGANJ,10480557,KISHOREGANJ
571,AGRANI BANK PLC,KARMADAH,10580828,MOULVI BAZAR
572,AGRANI BANK PLC,KASBA,10121032,BRAHMANBARIA
573,AGRANI BANK PLC,KASHAB,10640797,NAOGAON
574,AGRANI BANK PLC,KASHIANI,10350582,GOPALGANJ
575,AGRANI BANK PLC,KASHIGANJ,10611300,MYMENSINGH
576,AGRANI BANK PLC,KASHIMPUR,10330915,GAZIPUR
577,AGRANI BANK PLC,KASHINAGAR,10192595,COMILLA
578,AGRANI BANK PLC,KASHIPUR BAZAR,10751394,NOAKHALI
579,AGRANI BANK PLC,KATARKONA,10580857,MOULVI BAZAR
580,AGRANI BANK PLC,KATIADI BAZAR,10480610,KISHOREGANJ
581,AGRANI BANK PLC,KAUNIA,10040526,BARGUNA
582,AGRANI BANK PLC,KAWALJANI,10931398,TANGAIL
583,AGRANI BANK PLC,KAWKHALI,10790434,PIROJPUR
584,AGRANI BANK PLC,KAZDIA,10471366,KHULNA
585,AGRANI BANK PLC,KAZIR BAZAR,10912146,SYLHET
586,AGRANI BANK PLC,KEDERGANJ,10180707,CHUADANGA
587,AGRANI BANK PLC,KENDUA,10720462,NETROKONA
588,AGRANI BANK PLC,KERANIHAT,10154188,CHITTAGONG
589,AGRANI BANK PLC,KESHABPUR,10411218,JESSORE
590,AGRANI BANK PLC,KHAGRACHARI,10460072,KHAGRACHARI
591,AGRANI BANK PLC,KHAIRHAT,10090613,BHOLA
592,AGRANI BANK PLC,KHAJURIA BAZAR,10131035,CHANDPUR
593,AGRANI BANK PLC,KHALISHA KUNDI,10500790,KUSHTIA
594,AGRANI BANK PLC,KHALISHPUR,10471458,KHULNA
595,AGRANI BANK PLC,KHAMAR,10700558,NAWABGANJ
596,AGRANI BANK PLC,KHAN JAHAN ALI ROAD,10471487,KHULNA
597,AGRANI BANK PLC,KHANDER,10101607,BOGRA
598,AGRANI BANK PLC,KHATUNGANJ,10154270,CHITTAGONG
599,AGRANI BANK PLC,KHEPUPARA,10780765,PATUAKHALI
600,AGRANI BANK PLC,KHIDRAMATIA,10881219,SIRAJGANJ
601,AGRANI BANK PLC,KHILA BAZAR,10192629,COMILLA
602,AGRANI BANK PLC,KHILPARA BAZAR,10751486,NOAKHALI
603,AGRANI BANK PLC,KHULNA MEDICAL COLLEGE AND HOSPITAL,10471632,KHULNA
604,AGRANI BANK PLC,KHULNA UNIVERSITY,10471690,KHULNA
605,AGRANI BANK PLC,KHULSHI,10154362,CHITTAGONG
606,AGRANI BANK PLC,KHUTAKHALI,10220641,COXS BAZAR
607,AGRANI BANK PLC,KISHOREGANJ,10480678,KISHOREGANJ
608,AGRANI BANK PLC,KOAKATA,10780794,PATUAKHALI
609,AGRANI BANK PLC,KOLAPARA BAZAR,10590821,MUNSHIGANJ
610,AGRANI BANK PLC,KOMORGONJ,10273735,DHAKA-SOUTH
611,AGRANI BANK PLC,KOTALIPARA,10350674,GOPALGANJ
612,AGRANI BANK PLC,KOTCHANDPUR,10441004,JHENAIDAH
613,AGRANI BANK PLC,KRISHNAPUR,10560585,MANIKGANJ
614,AGRANI BANK PLC,KUCHAI,10912320,SYLHET
615,AGRANI BANK PLC,KULAURA,10580949,MOULVI BAZAR
616,AGRANI BANK PLC,KULIAR CHAR,10480731,KISHOREGANJ
617,AGRANI BANK PLC,KUMARKHALI,10500882,KUSHTIA
618,AGRANI BANK PLC,KURIGRAM,10490400,KURIGRAM
619,AGRANI BANK PLC,KURMITOLA,10262654,DHAKA-NORTH
620,AGRANI BANK PLC,KUSHUMBA,10380523,JOYPURHAT
621,AGRANI BANK PLC,LABUBUNIA HAT,10420054,JHALOKATHI
622,AGRANI BANK PLC,LAHIRIKANDA,10391125,JAMALPUR
623,AGRANI BANK PLC,LAKSAM,10192711,COMILLA
624,AGRANI BANK PLC,LAKSHMIPUR,10510735,LAKSHMIPUR
625,AGRANI BANK PLC,LALA BAZAR,10912470,SYLHET
626,AGRANI BANK PLC,LALDIGHI EAST,10154546,CHITTAGONG
627,AGRANI BANK PLC,LALDIGHIRPAR,10912504,SYLHET
628,AGRANI BANK PLC,LALKHAN BAZAR,10154575,CHITTAGONG
629,AGRANI BANK PLC,LALMOHAN,10090705,BHOLA
630,AGRANI BANK PLC,LALMONIRHAT,10520462,LALMONIRHAT
631,AGRANI BANK PLC,LALPUR BAZAR,10121153,BRAHMANBARIA
632,AGRANI BANK PLC,LAXMIKOL,10690947,NATORE
633,AGRANI BANK PLC,LAXMIPUR,10811184,RAJSHAHI
634,AGRANI BANK PLC,LOHAGARA,10650466,NARAIL
635,AGRANI BANK PLC,LOKMANPUR BAZAR,10690950,NATORE
636,AGRANI BANK PLC,MADAM BIBIR HAT,10154696,CHITTAGONG
637,AGRANI BANK PLC,MADARIPUR,10540400,MADARIPUR
638,AGRANI BANK PLC,MADHABPUR,10192779,COMILLA
639,AGRANI BANK PLC,MADHABPUR BAZAR,10581001,MOULVI BAZAR
640,AGRANI BANK PLC,MADHUPUR,10931480,TANGAIL
641,AGRANI BANK PLC,MADILA HAT,10281369,DINAJPUR
642,AGRANI BANK PLC,MADLA,10101757,BOGRA
643,AGRANI BANK PLC,MADRASHA MARKET,10811247,RAJSHAHI
644,AGRANI BANK PLC,MAGURA,10550553,MAGURA
645,AGRANI BANK PLC,MAHANGANJ,10720675,NETROKONA
646,AGRANI BANK PLC,MAIJDEE COURT,10751578,NOAKHALI
647,AGRANI BANK PLC,MAIN ROAD,10010851,BAGERHAT
648,AGRANI BANK PLC,MAINAMHAT,10640971,NAOGAON
649,AGRANI BANK PLC,MAJHIRA,10101849,BOGRA
650,AGRANI BANK PLC,MALDAH PATTY,10281422,DINAJPUR
651,AGRANI BANK PLC,MALIBAGH,10273948,DHAKA-SOUTH
652,AGRANI BANK PLC,MALIGRAM,10291120,FARIDPUR
653,AGRANI BANK PLC,MALOPARA,10811276,RAJSHAHI
654,AGRANI BANK PLC,MANDARI BAZAR,10510827,LAKSHMIPUR
655,AGRANI BANK PLC,MANIKGANJ,10560619,MANIKGANJ
656,AGRANI BANK PLC,MANIKNAGAR,10560677,MANIKGANJ
657,AGRANI BANK PLC,MARICCHA,10220704,COXS BAZAR
658,AGRANI BANK PLC,MATAZEE HAT,10641062,NAOGAON
659,AGRANI BANK PLC,MATHBARIA,10790526,PIROJPUR
660,AGRANI BANK PLC,MATHIURA(EIDGHA),10912562,SYLHET
661,AGRANI BANK PLC,MATHKHOLA,10480881,KISHOREGANJ
662,AGRANI BANK PLC,MATHURAPUR,10501036,KUSHTIA
663,AGRANI BANK PLC,MATLAB BAZAR,10131219,CHANDPUR
664,AGRANI BANK PLC,MATRAI,10380581,JOYPURHAT
665,AGRANI BANK PLC,MATUAIL,10274000,DHAKA-SOUTH
666,AGRANI BANK PLC,MECHUA BAZAR,10611605,MYMENSINGH
667,AGRANI BANK PLC,MEDICAL COLLAGE,10611634,MYMENSINGH
668,AGRANI BANK PLC,MEDICAL COLLEGE,10154933,CHITTAGONG
669,AGRANI BANK PLC,MEDICAL COLLEGE,10851036,RANGPUR
670,AGRANI BANK PLC,MEDICAL COLLEGE,10190126,COMILLA
671,AGRANI BANK PLC,MEHER,10131277,CHANDPUR
672,AGRANI BANK PLC,MEHERPUR,10570375,MEHERPUR
673,AGRANI BANK PLC,MINNAT ALI HAT,10155024,CHITTAGONG
674,AGRANI BANK PLC,MIRGANJ BAZAR,10751631,NOAKHALI
675,AGRANI BANK PLC,MIRJAPUR,10101902,BOGRA
676,AGRANI BANK PLC,MIRJUMLA ROAD,10671032,NARAYANGANJ
677,AGRANI BANK PLC,MIRKADIM,10590971,MUNSHIGANJ
678,AGRANI BANK PLC,MIRPUR,10262988,DHAKA-NORTH
679,AGRANI BANK PLC,MIRPUR,10501065,KUSHTIA
680,AGRANI BANK PLC,MIRSARAI,10155053,CHITTAGONG
681,AGRANI BANK PLC,MIRUKHALI,10790647,PIROJPUR
682,AGRANI BANK PLC,MIRZAGANJ,10780828,PATUAKHALI
683,AGRANI BANK PLC,MIRZAKHIL,10155082,CHITTAGONG
684,AGRANI BANK PLC,MIRZAPUR,10480915,KISHOREGANJ
685,AGRANI BANK PLC,MIRZAPUR,10931514,TANGAIL
686,AGRANI BANK PLC,MIRZAPUR,10770520,PANCHAGARH
687,AGRANI BANK PLC,MIRZAPUR CADET COLLEGE,10931543,TANGAIL
688,AGRANI BANK PLC,MIRZAPUR HAT,10761542,PABNA
689,AGRANI BANK PLC,MISSION MOOR,10520059,LALMONIRHAT
690,AGRANI BANK PLC,MITFORD HOSPITAL,10274097,DHAKA-SOUTH
691,AGRANI BANK PLC,MOBARAKPUR,10700611,NAWABGANJ
692,AGRANI BANK PLC,MODUNA GHAT,10155174,CHITTAGONG
693,AGRANI BANK PLC,MOHAKHALI,10263190,DHAKA-NORTH
694,AGRANI BANK PLC,MOHAMMADPUR,10263282,DHAKA-NORTH
695,AGRANI BANK PLC,MOHAMMADPUR,10550616,MAGURA
696,AGRANI BANK PLC,MOHERA,10931635,TANGAIL
697,AGRANI BANK PLC,MOHESWARPASHA,10471908,KHULNA
698,AGRANI BANK PLC,MONAKASHA,10700703,NAWABGANJ
699,AGRANI BANK PLC,MONGLA PORT,10010972,BAGERHAT
700,AGRANI BANK PLC,MONIRAMPUR,10411513,JESSORE
701,AGRANI BANK PLC,MONOHARDI,10680731,NARSHINGDI
702,AGRANI BANK PLC,MONOHARPUR,10193073,COMILLA
703,AGRANI BANK PLC,MONSHIRHAT,10193107,COMILLA
704,AGRANI BANK PLC,MORELGANJ,10011034,BAGERHAT
705,AGRANI BANK PLC,MOSTAFAPUR,10581151,MOULVI BAZAR
706,AGRANI BANK PLC,MOTHERKATHI,10061400,BARISHAL
707,AGRANI BANK PLC,MOUCHAK MARKET,10274392,DHAKA-SOUTH
708,AGRANI BANK PLC,MOULAVI BAZAR,10581180,MOULVI BAZAR
709,AGRANI BANK PLC,MOULVI BAZAR,10274426,DHAKA-SOUTH
710,AGRANI BANK PLC,MOUNA BAZAR,10331127,GAZIPUR
711,AGRANI BANK PLC,MOUTALA,10870859,SATKHIRA
712,AGRANI BANK PLC,MOZAMPUR,10501157,KUSHTIA
713,AGRANI BANK PLC,MUJIB NAGAR,10570467,MEHERPUR
714,AGRANI BANK PLC,MUKSUDPUR,10350737,GOPALGANJ
715,AGRANI BANK PLC,MUKTAGACHA,10611692,MYMENSINGH
716,AGRANI BANK PLC,MUKTARPUR,10591004,MUNSHIGANJ
717,AGRANI BANK PLC,MULADI,10061455,BARISHAL
718,AGRANI BANK PLC,MULADULI,10761571,PABNA
719,AGRANI BANK PLC,MULFATGANJ,10860522,SHARIATPUR
720,AGRANI BANK PLC,MUNIGANJ,10011063,BAGERHAT
721,AGRANI BANK PLC,MUNSHI BAZAR,10581243,MOULVI BAZAR
722,AGRANI BANK PLC,MUNSHIGANJ,10591033,MUNSHIGANJ
723,AGRANI BANK PLC,MUNSHIGANJ BAZAR,10870888,SATKHIRA
724,AGRANI BANK PLC,MUNSHIPARA,10281572,DINAJPUR
725,AGRANI BANK PLC,MUNSHIR HAT,10940671,THAKURGAON
726,AGRANI BANK PLC,MUNSHIRHAT,10131330,CHANDPUR
727,AGRANI BANK PLC,MUNSHIRHAT,10591062,MUNSHIGANJ
728,AGRANI BANK PLC,MUSAPUR BAZAR,10680799,NARSHINGDI
729,AGRANI BANK PLC,MYMENSINGH,10611755,MYMENSINGH
730,AGRANI BANK PLC,MYMENSINGH ROAD,10931664,TANGAIL
731,AGRANI BANK PLC,N.B. SUGAR MILLS,10691038,NATORE
732,AGRANI BANK PLC,NABIGANJ,10361092,HABIGANJ
733,AGRANI BANK PLC,NABINAGAR,10121366,BRAHMANBARIA
734,AGRANI BANK PLC,NADANA BAZAR,10751660,NOAKHALI
735,AGRANI BANK PLC,NAGARI,10331156,GAZIPUR
736,AGRANI BANK PLC,NAGARKANDA,10291188,FARIDPUR
737,AGRANI BANK PLC,NAGARPUR,10931693,TANGAIL
738,AGRANI BANK PLC,NAGESWARI,10490468,KURIGRAM
739,AGRANI BANK PLC,NAGMUD BAZAR,10510119,LAKSHMIPUR
740,AGRANI BANK PLC,NALCHITY,10420496,JHALOKATHI
741,AGRANI BANK PLC,NALDANGA,10321032,GAIBANDHA
742,AGRANI BANK PLC,NALIA-JAMALPUR,10820559,RAJBARI
743,AGRANI BANK PLC,NALIBANDAR,10040647,BARGUNA
744,AGRANI BANK PLC,NALITABARI,10890347,SHERPUR
745,AGRANI BANK PLC,NALKHOLA BAZAR,10761663,PABNA
746,AGRANI BANK PLC,NALUA BAZAR,10931727,TANGAIL
747,AGRANI BANK PLC,NAMAJGHAR,10101960,BOGRA
748,AGRANI BANK PLC,NANDALALPUR,10131398,CHANDPUR
749,AGRANI BANK PLC,NANDIGRAM,10102022,BOGRA
750,AGRANI BANK PLC,NANDIR BAZAR,10890400,SHERPUR
751,AGRANI BANK PLC,NANGALKOT,10193257,COMILLA
752,AGRANI BANK PLC,NANNI BAZAR,10890439,SHERPUR
753,AGRANI BANK PLC,NAOGAON,10641183,NAOGAON
754,AGRANI BANK PLC,NARAIL,10650640,NARAIL
755,AGRANI BANK PLC,NARAYANPUR,10131451,CHANDPUR
756,AGRANI BANK PLC,NARIA,10860580,SHARIATPUR
757,AGRANI BANK PLC,NARIKELPARA,10761692,PABNA
758,AGRANI BANK PLC,NARINDA,10274639,DHAKA-SOUTH
759,AGRANI BANK PLC,NARISHA BAZAR,10274668,DHAKA-SOUTH
760,AGRANI BANK PLC,NARSHINGDI,10680852,NARSHINGDI
761,AGRANI BANK PLC,NASRATPUR,10193286,COMILLA
762,AGRANI BANK PLC,NATHERPETUA,10193310,COMILLA
763,AGRANI BANK PLC,NATORE,10691096,NATORE
764,AGRANI BANK PLC,NATORE SUGAR MILLS,10691159,NATORE
765,AGRANI BANK PLC,NATUN BAZAR,10131480,CHANDPUR
766,AGRANI BANK PLC,NAVAL BASE(B.N.S.TITUMIR),10471966,KHULNA
767,AGRANI BANK PLC,NAWABGANJ,10281635,DINAJPUR
768,AGRANI BANK PLC,NAWABGANJ ROAD,10274697,DHAKA-SOUTH
769,AGRANI BANK PLC,NAWABPUR,10274721,DHAKA-SOUTH
770,AGRANI BANK PLC,NAWHATA,10811605,RAJSHAHI
771,AGRANI BANK PLC,NAZIMKHAN,10490497,KURIGRAM
772,AGRANI BANK PLC,NAZIR HAT,10155590,CHITTAGONG
773,AGRANI BANK PLC,NAZIRGANJ,10761726,PABNA
774,AGRANI BANK PLC,NAZIRPUR,10691212,NATORE
775,AGRANI BANK PLC,NEKMAMUDHAT,10851186,RANGPUR
776,AGRANI BANK PLC,NETROKONA,10720738,NETROKONA
777,AGRANI BANK PLC,NEW ESKATON,10275025,DHAKA-SOUTH
778,AGRANI BANK PLC,NEW MARKET,10155653,CHITTAGONG
779,AGRANI BANK PLC,NEW MARKET,10263529,DHAKA-NORTH
780,AGRANI BANK PLC,NEW MARKET,10540589,MADARIPUR
781,AGRANI BANK PLC,NEW MARKET,10501249,KUSHTIA
782,AGRANI BANK PLC,NEW MARKET,10811634,RAJSHAHI
